,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,1.26799996694,0.553999980291,-1.81155369658,-1.80890797003,15,1,5,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 15, 'max_features': 1, 'min_samples_leaf': 5}",34,-1.82753961905,-1.82314122633,-1.80042229127,-1.79820830447,-1.80669715843,-1.80537437928,0.0206075218667,0.0127540696582,0.0115911799305,0.0104810096779
1,1.14733330409,0.536999940872,-1.85399605051,-1.85128806738,12,1,5,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 12, 'max_features': 1, 'min_samples_leaf': 5}",35,-1.85811162117,-1.85383389099,-1.86663329761,-1.86389416678,-1.83724120906,-1.83613614437,0.0195675352075,0.013952256766,0.0123468898923,0.0114742571426
2,17.8896666368,0.527000109355,-1.19613509569,-1.18975327693,6,0.8,1,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 6, 'max_features': 0.8, 'min_samples_leaf': 1}",27,-1.19309525798,-1.18313429936,-1.20568482254,-1.20195000043,-1.18962487004,-1.184175531,0.0677069262956,0.0141420097451,0.00689970338717,0.008634855294
3,27.6469999154,0.532333374023,-0.759706776702,-0.69652062291,15,0.9,5,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 15, 'max_features': 0.9, 'min_samples_leaf': 5}",6,-0.7614439621,-0.691747040694,-0.760524698666,-0.699980111676,-0.757151253098,-0.69783471636,0.335019385567,0.00953357567836,0.00184546016917,0.00348721432718
4,1.34566664696,0.527000029882,-1.7388520416,-1.72977160943,12,1,1,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 12, 'max_features': 1, 'min_samples_leaf': 1}",33,-1.75153621191,-1.74014048048,-1.72943522797,-1.72058179069,-1.73558313803,-1.72859255712,0.00825974933267,0.0265456791058,0.00931423373867,0.0080282090066
5,25.6473333836,0.538666725159,-0.855203013887,-0.821051663169,12,0.9,10,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 12, 'max_features': 0.9, 'min_samples_leaf': 10}",14,-0.856688717596,-0.817892676658,-0.855141101235,-0.823372082773,-0.853778940683,-0.821890230075,0.127753308603,0.0125520522334,0.00118871787627,0.00231421241973
6,27.8159999847,0.530000050863,-0.752261461281,-0.6746737569,15,0.9,1,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 15, 'max_features': 0.9, 'min_samples_leaf': 1}",3,-0.754152660338,-0.669990636923,-0.752675638209,-0.677822307804,-0.749955678335,-0.676208325973,0.222325512739,0.0102306149166,0.00173825992256,0.0033763830623
7,17.9993333022,0.520000060399,-1.19825530635,-1.19288463951,6,0.8,5,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 6, 'max_features': 0.8, 'min_samples_leaf': 5}",29,-1.20812179084,-1.19826794632,-1.19077543658,-1.18833945536,-1.19586750338,-1.19204651685,0.183305535374,0.00993312574686,0.00728025771907,0.00409638624623
8,17.8009999593,0.546666701635,-1.20234036046,-1.19734068912,6,0.8,10,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 6, 'max_features': 0.8, 'min_samples_leaf': 10}",30,-1.20144856788,-1.19228215872,-1.20335551456,-1.2010002681,-1.20221707345,-1.19873964055,0.0509705386243,0.0247296223095,0.000783391598831,0.00369406340273
9,23.332666556,0.514666716258,-0.858119623115,-0.82160389126,12,0.8,10,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 12, 'max_features': 0.8, 'min_samples_leaf': 10}",15,-0.859492305217,-0.817564376615,-0.859077266452,-0.824736276119,-0.855788938581,-0.822511021046,0.242410631259,0.00410959510329,0.00165661133005,0.00299735427316
10,17.8703334332,0.54133327802,-1.19799002509,-1.19311283066,6,0.8,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 6, 'max_features': 0.8, 'min_samples_leaf': 10}",28,-1.19506144352,-1.18621717945,-1.19446540332,-1.19203514296,-1.20444413823,-1.20108616957,0.0735089088571,0.0220957706768,0.00456989852103,0.00611788497839
11,24.5083332856,0.572000026703,-0.742257241726,-0.647360958722,15,0.8,1,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 1}",2,-0.743323823689,-0.642836151304,-0.743046676895,-0.65027622028,-0.740400941176,-0.648970504581,0.125257904533,0.0684300238348,0.00131737527998,0.00324362297419
12,24.0089999835,0.531666676203,-0.762642572801,-0.701679387923,15,0.8,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 10}",7,-0.768243352661,-0.703011142979,-0.757929396161,-0.698722139942,-0.761754340373,-0.703304880846,0.110980426632,0.0116713896867,0.00425733449814,0.00209452575329
13,20.0986666679,0.547333319982,-1.19283697978,-1.18662728554,6,0.9,1,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 6, 'max_features': 0.9, 'min_samples_leaf': 1}",25,-1.19597568085,-1.18645781493,-1.19398558051,-1.19019616676,-1.18854895783,-1.18322787494,0.00679871425574,0.0131993493174,0.00313884440526,0.002847316038
14,24.2149999936,0.526666641235,-0.757369666533,-0.694382008841,15,0.8,5,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 5}",4,-0.756349694179,-0.687338375874,-0.75669386049,-0.696095278847,-0.759065708289,-0.699712371802,0.194742495208,0.0306847469617,0.00120739899503,0.00519489585365
15,20.3793333371,0.541333357493,-1.18714778455,-1.18134478234,6,0.9,1,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 6, 'max_features': 0.9, 'min_samples_leaf': 1}",23,-1.19120506744,-1.18199100423,-1.18536258366,-1.18250779159,-1.18487508876,-1.17953555119,0.194929594054,0.0230987208159,0.00287603478098,0.00129659947632
16,20.2816667557,0.531666676203,-1.18673064969,-1.1810480127,6,0.9,5,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 6, 'max_features': 0.9, 'min_samples_leaf': 5}",22,-1.18675296976,-1.17789781181,-1.19010472234,-1.18698922441,-1.18333392544,-1.17825700189,0.269407232653,0.00664989947417,0.00276414431071,0.004203629529
17,1.33266671499,0.555666685104,-1.71971986812,-1.70575922246,12,1,1,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 12, 'max_features': 1, 'min_samples_leaf': 1}",32,-1.71537007046,-1.69875212672,-1.72118910831,-1.7075601297,-1.72260112676,-1.71096541097,0.00713353258581,0.0352168541826,0.00312954136781,0.00514610067431
18,19.8723333677,0.54133327802,-1.18982606654,-1.1843011008,6,0.9,5,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 6, 'max_features': 0.9, 'min_samples_leaf': 5}",24,-1.19936368338,-1.19053453177,-1.18119946334,-1.17811854922,-1.18891403965,-1.18425022141,0.172480595216,0.0195675893602,0.00744367630322,0.00506893132371
19,23.1400001049,0.51966659228,-0.854465498476,-0.809707615392,12,0.8,1,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 12, 'max_features': 0.8, 'min_samples_leaf': 1}",13,-0.85250333265,-0.802298046493,-0.852945206681,-0.810432015343,-0.857948484085,-0.816392784339,0.304553194825,0.0110855088358,0.00246926221423,0.00577690662331
20,1.05833323797,0.540333350499,-1.93320293455,-1.93175911598,9,1,10,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 10}",43,-1.92728269176,-1.92455225035,-1.93740786643,-1.93611245404,-1.93491898593,-1.93461264356,0.00903084039113,0.00776022350962,0.00430808047383,0.00513267585161
21,23.7039999167,0.53066666921,-0.987946419972,-0.966892384094,9,0.9,5,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 9, 'max_features': 0.9, 'min_samples_leaf': 5}",17,-0.990219503704,-0.965046376514,-0.987039767529,-0.968678007574,-0.986579635745,-0.966952768195,0.0819551893471,0.00249436366319,0.00161836824181,0.00148322187998
22,19.9916665554,0.563000043233,-1.19475203551,-1.18937119496,6,0.9,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 6, 'max_features': 0.9, 'min_samples_leaf': 10}",26,-1.19392445286,-1.18469781863,-1.1979460817,-1.19540545057,-1.19238542274,-1.18801031569,0.198535203166,0.00588781876514,0.00234429828848,0.00447603542877
23,27.0319999854,0.542333285014,-0.759474767761,-0.69719758957,15,0.9,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 15, 'max_features': 0.9, 'min_samples_leaf': 10}",5,-0.761754978535,-0.694578167908,-0.75969358863,-0.69807018977,-0.756975272653,-0.698944411031,0.12882028805,0.0139123148867,0.00195743181331,0.00188628260255
24,23.6056667169,0.529000123342,-0.991007030198,-0.973727734776,9,0.9,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 9, 'max_features': 0.9, 'min_samples_leaf': 10}",18,-0.99033963824,-0.968925969529,-0.989009888242,-0.974752363149,-0.993671887222,-0.97750487165,0.130077670878,0.019200776286,0.00196085062968,0.0035764775855
25,1.05666661263,0.548000017802,-1.9076290774,-1.90589864693,9,1,5,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 5}",39,-1.90979122618,-1.90691333064,-1.90608151843,-1.90478048082,-1.90701421832,-1.90600212933,0.0270101850242,0.00711811683671,0.00157567916198,0.000873801482197
26,1.03900011381,0.544999917348,-1.92916773796,-1.92694163041,6,1,1,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 6, 'max_features': 1, 'min_samples_leaf': 1}",41,-1.93671179294,-1.93237427883,-1.922659936,-1.92096614507,-1.92813065286,-1.92748446731,0.00141422345283,0.0166733723441,0.00578345950759,0.00467314190541
27,1.0553334554,0.546666701635,-1.93065375111,-1.92853203888,6,1,1,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 6, 'max_features': 1, 'min_samples_leaf': 1}",42,-1.93744113056,-1.93381635717,-1.93024891048,-1.92887573747,-1.92426993515,-1.922904022,0.0163570801297,0.0106562581142,0.00538473265801,0.00446156633572
28,25.8916666508,0.534333308538,-0.845676045535,-0.796920129783,12,0.9,5,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 12, 'max_features': 0.9, 'min_samples_leaf': 5}",10,-0.844462152769,-0.789727972227,-0.846348960873,-0.800790225044,-0.84621719314,-0.800242192078,0.0520277540446,0.0132748296401,0.000860098039847,0.00509054239201
29,23.1963333289,0.531666676203,-0.844051960327,-0.7823377634,12,0.8,1,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 12, 'max_features': 0.8, 'min_samples_leaf': 1}",9,-0.840123828434,-0.772452467924,-0.844768915627,-0.786192035854,-0.847263829249,-0.788368786422,0.188030839846,0.0206774270749,0.00295865075882,0.00704622171781
30,0.947666565577,0.543666680654,-1.97555949308,-1.97478686736,6,1,5,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 6, 'max_features': 1, 'min_samples_leaf': 5}",44,-1.98568909401,-1.98357374365,-1.9727555081,-1.97207315947,-1.96823218441,-1.96871369895,0.027108779761,0.0033993181635,0.00739741717538,0.00636282903478
31,1.14366666476,0.560000022252,-1.86795859079,-1.86550629065,12,1,5,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 12, 'max_features': 1, 'min_samples_leaf': 5}",36,-1.86649695809,-1.86228049818,-1.85671764345,-1.85534896745,-1.88066254438,-1.87888940631,0.0110253015128,0.00294392288101,0.00982972129036,0.00987732650213
32,23.2290000916,0.536666631699,-0.859346964561,-0.823023242066,12,0.8,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 12, 'max_features': 0.8, 'min_samples_leaf': 10}",16,-0.863877670814,-0.822521744799,-0.856657361125,-0.823798174342,-0.857505243842,-0.822749807058,0.150401599289,0.00659969071534,0.00322256949902,0.000555813591254
33,0.957000096639,0.550666650136,-1.98910468702,-1.98805381149,6,1,10,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 6, 'max_features': 1, 'min_samples_leaf': 10}",45,-1.99126411626,-1.98925756641,-1.98281075009,-1.98181112107,-1.99323938625,-1.99309274699,0.0278567830819,0.00736352957435,0.00452295290571,0.00468369798733
34,25.8463334243,0.527999957403,-0.847793387522,-0.803278695062,12,0.9,5,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 12, 'max_features': 0.9, 'min_samples_leaf': 5}",11,-0.852369369001,-0.80297104151,-0.846779003811,-0.80466117462,-0.844231000617,-0.802203869055,0.107021277127,0.00898139542513,0.00339901854132,0.00102650724667
35,24.6193333467,0.513666629791,-0.730848230445,-0.597896364507,15,0.8,1,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 1}",1,-0.733907113133,-0.595954731004,-0.728130749185,-0.596073762493,-0.730506499277,-0.601660600024,0.233993356998,0.0200721578781,0.00237059372644,0.00266216001196
36,1.15033332507,0.559333324432,-1.87333374315,-1.87195029568,15,1,10,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 15, 'max_features': 1, 'min_samples_leaf': 10}",37,-1.85675966373,-1.85307559703,-1.89602774115,-1.89545618778,-1.86721483835,-1.86731910224,0.011556572517,0.00740868150708,0.0166050359412,0.0176089860134
37,1.04399998983,0.557333389918,-1.90747844323,-1.90584766674,9,1,5,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 5}",38,-1.89387188576,-1.8915052626,-1.91807107253,-1.91656330022,-1.91049398317,-1.90947443739,0.00920151639182,0.00654897569024,0.0101069737146,0.0105464500003
38,1.35733342171,0.50833328565,-1.71207231807,-1.69042601047,12,1,1,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 12, 'max_features': 1, 'min_samples_leaf': 1}",31,-1.71211046941,-1.68801210333,-1.7170547301,-1.69632196402,-1.70705126414,-1.68694396408,0.0228958334167,0.0065996746587,0.00408388798796,0.00419181197756
39,22.9236667156,0.518333276113,-0.848924574491,-0.800307361233,12,0.8,5,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 12, 'max_features': 0.8, 'min_samples_leaf': 5}",12,-0.851135693627,-0.797112506505,-0.844030474003,-0.797560343701,-0.851607601601,-0.806249233493,0.152779463725,0.010274065109,0.00346601009538,0.00420551415827
40,21.4729999701,0.519333362579,-0.996901966563,-0.976465885912,9,0.8,5,2,200,"{'n_estimators': 200, 'min_samples_split': 2, 'max_depth': 9, 'max_features': 0.8, 'min_samples_leaf': 5}",20,-0.999196892897,-0.974087038778,-0.98897403282,-0.971143694642,-1.00253529768,-0.984166924317,0.0322594614272,0.010872917902,0.00576919039273,0.00557645724228
41,1.04999995232,0.538000106812,-1.90881685738,-1.9073300395,12,1,10,16,200,"{'n_estimators': 200, 'min_samples_split': 16, 'max_depth': 12, 'max_features': 1, 'min_samples_leaf': 10}",40,-1.90355180187,-1.89976545771,-1.8982202471,-1.89712650218,-1.9246805719,-1.92509815861,0.0180184777047,0.00962635674762,0.011425770336,0.0126100638147
42,24.2369999886,0.542000055313,-0.769617040883,-0.715404637377,15,0.8,10,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 15, 'max_features': 0.8, 'min_samples_leaf': 10}",8,-0.77364722701,-0.714960506611,-0.770443108329,-0.718585476698,-0.764759925552,-0.712667928823,0.283412540116,0.00163287480374,0.00367494418866,0.00243615575812
43,21.4243332545,0.537000099818,-0.995886961026,-0.97911830549,9,0.8,5,32,200,"{'n_estimators': 200, 'min_samples_split': 32, 'max_depth': 9, 'max_features': 0.8, 'min_samples_leaf': 5}",19,-1.00073829377,-0.980328102995,-0.996558286982,-0.981968917668,-0.990363296315,-0.975057895809,0.0983270892817,0.0139522681577,0.00426209273245,0.0029482495695
44,21.3133334319,0.523333231608,-0.997668533822,-0.981112807782,9,0.8,10,8,200,"{'n_estimators': 200, 'min_samples_split': 8, 'max_depth': 9, 'max_features': 0.8, 'min_samples_leaf': 10}",21,-0.999422200803,-0.978336900152,-0.996675033327,-0.982793085449,-0.99690812356,-0.982208437745,0.262163165817,0.00262470110491,0.00124376538683,0.00197732152372
