,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_gamma,param_max_depth,param_min_child_weight,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,2641.05799993,17.367000103,-0.457096181569,-0.148587489938,0.7,2,27,2,2000,"{'n_estimators': 2000, 'gamma': 2, 'colsample_bytree': 0.7, 'max_depth': 27, 'min_child_weight': 2}",9,-0.458882854835,-0.148368228358,-0.465479834989,-0.147431320744,-0.446924695361,-0.149962920711,6.44401694275,0.236703740828,0.00767956716073,0.00104508574731
1,3334.21133327,27.7500000795,-0.458024019823,-0.0973522893338,0.7,1,24,10,3400,"{'n_estimators': 3400, 'gamma': 1, 'colsample_bytree': 0.7, 'max_depth': 24, 'min_child_weight': 10}",16,-0.46086933202,-0.0971792456676,-0.466158255734,-0.0961069208279,-0.447043131057,-0.0987707015059,9.7963116419,1.15173116932,0.00805875520612,0.00109434606287
2,3759.56366658,37.9090000788,-0.483768221437,-0.0289924692545,0.8,0,30,7,3400,"{'n_estimators': 3400, 'gamma': 0, 'colsample_bytree': 0.8, 'max_depth': 30, 'min_child_weight': 7}",27,-0.486941367982,-0.0289989870574,-0.494711031323,-0.0284762985959,-0.469650588405,-0.0295021221102,18.2308986477,1.76528777256,0.0104738270639,0.000418816055043
3,3606.63133327,41.6383333206,-0.519302076073,-0.0079681153686,0.8,0,21,1,3400,"{'n_estimators': 3400, 'gamma': 0, 'colsample_bytree': 0.8, 'max_depth': 21, 'min_child_weight': 1}",29,-0.521910989004,-0.00807051681852,-0.533225114726,-0.0077528097232,-0.502768268317,-0.00808101956408,14.8742919111,0.444237448631,0.0125697836616,0.000152304448661
4,2855.89333336,18.5213333766,-0.45745355065,-0.159632682749,0.8,2,24,7,2400,"{'n_estimators': 2400, 'gamma': 2, 'colsample_bytree': 0.8, 'max_depth': 24, 'min_child_weight': 7}",12,-0.459988831647,-0.159314335572,-0.465493563744,-0.158224550046,-0.446876985171,-0.16135916263,6.20061605287,0.214196564565,0.00780860580831,0.00129934796669
5,1886.57833338,17.7693332831,-0.457973229044,-0.192870111933,0.6,2,18,10,2400,"{'n_estimators': 2400, 'gamma': 2, 'colsample_bytree': 0.6, 'max_depth': 18, 'min_child_weight': 10}",15,-0.460454186339,-0.192900331423,-0.465076440063,-0.190775476692,-0.448387890722,-0.194934527684,35.0979006676,0.320477081344,0.00703517719366,0.00169805991308
6,3572.6473333,29.9806666374,-0.459200832637,-0.0917887348866,0.7,1,30,10,3400,"{'n_estimators': 3400, 'gamma': 1, 'colsample_bytree': 0.7, 'max_depth': 30, 'min_child_weight': 10}",20,-0.462291817231,-0.0916514282393,-0.467512086708,-0.0909015498886,-0.447797188501,-0.0928132265319,20.0714439623,1.47836270951,0.00833991499479,0.000786454802154
7,1801.21766671,15.9309999943,-0.458861674171,-0.174991304721,0.7,2,15,1,2000,"{'n_estimators': 2000, 'gamma': 2, 'colsample_bytree': 0.7, 'max_depth': 15, 'min_child_weight': 1}",18,-0.461194347818,-0.174785240755,-0.465966558554,-0.173327816484,-0.449422974729,-0.176860856924,3.37886804899,0.148573242364,0.00695225825879,0.00144969892449
8,2838.9636666,21.7696666718,-0.455915087397,-0.159783467693,0.6,2,24,7,3000,"{'n_estimators': 3000, 'gamma': 2, 'colsample_bytree': 0.6, 'max_depth': 24, 'min_child_weight': 7}",6,-0.458155789733,-0.159496845182,-0.464014789087,-0.158504966365,-0.445573463328,-0.161348591534,7.51969403668,0.127847099521,0.00769340018737,0.00117846379497
9,3369.65933339,20.1303332647,-0.456589519287,-0.141179899532,0.7,2,30,2,2400,"{'n_estimators': 2400, 'gamma': 2, 'colsample_bytree': 0.7, 'max_depth': 30, 'min_child_weight': 2}",8,-0.458361180734,-0.140910065015,-0.464888334202,-0.140110153214,-0.44651789454,-0.142519480366,11.7369735422,0.778175811071,0.00760344673546,0.00100193889744
10,3670.88000003,28.2966666222,-0.456587496677,-0.0843173592577,0.7,1,24,5,3400,"{'n_estimators': 3400, 'gamma': 1, 'colsample_bytree': 0.7, 'max_depth': 24, 'min_child_weight': 5}",7,-0.459143762361,-0.0841455021486,-0.465271630822,-0.0834918798663,-0.445345758924,-0.0853146957582,18.2749305537,0.471345193998,0.00833294120386,0.000754018387671
11,3107.93533333,49.5256665548,-0.504186511307,-0.0107964477334,0.6,0,27,2,3400,"{'n_estimators': 3400, 'gamma': 0, 'colsample_bytree': 0.6, 'max_depth': 27, 'min_child_weight': 2}",28,-0.506611489226,-0.0108913865264,-0.517448112481,-0.0105897631582,-0.488498175856,-0.0109081935157,11.254073088,4.98763160347,0.0119422381715,0.000146309042672
12,2558.512,25.5086665948,-0.454772793104,-0.100471825339,0.6,1,21,7,3000,"{'n_estimators': 3000, 'gamma': 1, 'colsample_bytree': 0.6, 'max_depth': 21, 'min_child_weight': 7}",2,-0.457278782535,-0.100386690249,-0.463517591175,-0.0992602805951,-0.443520671546,-0.101768505173,5.45391454799,0.428417542349,0.0083536428792,0.00102574643416
13,2125.3866667,20.0273332596,-0.454194025384,-0.117338329029,0.8,1,15,5,2400,"{'n_estimators': 2400, 'gamma': 1, 'colsample_bytree': 0.8, 'max_depth': 15, 'min_child_weight': 5}",1,-0.456905656434,-0.117404957738,-0.462245165331,-0.11564396508,-0.443429947714,-0.118966064268,6.63083588431,0.129872614914,0.0079168310909,0.00135705939257
14,2257.24166671,20.259999911,-0.455364011328,-0.117803732856,0.7,1,21,10,2400,"{'n_estimators': 2400, 'gamma': 1, 'colsample_bytree': 0.7, 'max_depth': 21, 'min_child_weight': 10}",5,-0.458090813561,-0.117716436478,-0.463291880437,-0.116175385274,-0.444708042326,-0.119519376816,10.1218955024,0.255265805185,0.00782785507109,0.00136657366007
15,2274.53299991,20.9106666247,-0.455300215372,-0.103258667025,0.8,1,15,2,2400,"{'n_estimators': 2400, 'gamma': 1, 'colsample_bytree': 0.8, 'max_depth': 15, 'min_child_weight': 2}",4,-0.457913638601,-0.10316262853,-0.463677654212,-0.10197935167,-0.444308034037,-0.104634020876,39.2150683185,0.133239914841,0.00812051843935,0.00108588970969
16,1810.77433332,21.371999979,-0.457228551856,-0.0672371339951,0.6,0,24,7,2000,"{'n_estimators': 2000, 'gamma': 0, 'colsample_bytree': 0.6, 'max_depth': 24, 'min_child_weight': 7}",10,-0.460088359323,-0.0675795036754,-0.466198586142,-0.0658889888302,-0.445397285584,-0.0682429094797,8.47080816877,0.194978532995,0.00872937751542,0.000991009032792
17,2432.10133338,21.6106665929,-0.459075418151,-0.0795840952018,0.8,0,21,10,2400,"{'n_estimators': 2400, 'gamma': 0, 'colsample_bytree': 0.8, 'max_depth': 21, 'min_child_weight': 10}",19,-0.46230754152,-0.0796739554914,-0.467696501498,-0.078084960525,-0.447220748545,-0.0809933695889,7.49205334528,0.231482733015,0.00866583862384,0.00118905199618
18,3022.99666667,40.4500000477,-0.478396563418,-0.0311272451371,0.6,0,30,7,3400,"{'n_estimators': 3400, 'gamma': 0, 'colsample_bytree': 0.6, 'max_depth': 30, 'min_child_weight': 7}",26,-0.481255530248,-0.031251953271,-0.489699011173,-0.030562748246,-0.464233498291,-0.0315670338944,17.7634810175,1.82652094874,0.0105907628386,0.000419373743323
19,1703.40133341,14.4689999421,-0.46033297368,-0.20807653332,0.8,2,15,10,2000,"{'n_estimators': 2000, 'gamma': 2, 'colsample_bytree': 0.8, 'max_depth': 15, 'min_child_weight': 10}",21,-0.462368334241,-0.207830979448,-0.467523914129,-0.205659966348,-0.451105580577,-0.210738654162,3.89636968866,0.335172519874,0.00685539316312,0.00208062330511
20,3153.60933336,31.3839999835,-0.471004373148,-0.0481338695931,0.8,0,18,7,3400,"{'n_estimators': 3400, 'gamma': 0, 'colsample_bytree': 0.8, 'max_depth': 18, 'min_child_weight': 7}",25,-0.47447446376,-0.0483022753251,-0.480760157345,-0.0469059909472,-0.457776879258,-0.0491933425069,11.0425321472,0.948146635047,0.00969824126227,0.000941369448343
21,2210.74366657,24.9050000509,-0.465013629618,-0.0431742901463,0.7,0,27,5,2000,"{'n_estimators': 2000, 'gamma': 0, 'colsample_bytree': 0.7, 'max_depth': 27, 'min_child_weight': 5}",23,-0.467497670312,-0.0433539203284,-0.475359247132,-0.042227279135,-0.452182486373,-0.0439416709754,11.4791546266,1.18851756172,0.00962332463423,0.000711329786336
22,2637.03233337,23.8723332882,-0.455221911849,-0.106526348873,0.8,1,15,5,3000,"{'n_estimators': 3000, 'gamma': 1, 'colsample_bytree': 0.8, 'max_depth': 15, 'min_child_weight': 5}",3,-0.458023015682,-0.106478678815,-0.463475391699,-0.105033535891,-0.444165984518,-0.108066831912,7.35646676283,0.138817179903,0.00812790563195,0.00123879659722
23,2868.97333336,31.7196667194,-0.470809025531,-0.0474287508662,0.6,0,27,10,3400,"{'n_estimators': 3400, 'gamma': 0, 'colsample_bytree': 0.6, 'max_depth': 27, 'min_child_weight': 10}",24,-0.47338851951,-0.0476309883054,-0.480784649,-0.0465514400301,-0.458252440414,-0.0481038242632,11.5999600699,0.518331462369,0.0093776336658,0.000649691818293
24,2576.21133343,22.3986666203,-0.460937481634,-0.0705684757948,0.8,0,24,10,2400,"{'n_estimators': 2400, 'gamma': 0, 'colsample_bytree': 0.8, 'max_depth': 24, 'min_child_weight': 10}",22,-0.464115273281,-0.0706484319141,-0.470099168682,-0.0693138784293,-0.44859649816,-0.0717431170411,6.51731404775,0.138526350181,0.00906129044988,0.000993342772004
25,3223.53766672,22.4179999034,-0.457673703777,-0.165060005342,0.7,2,21,10,3400,"{'n_estimators': 3400, 'gamma': 2, 'colsample_bytree': 0.7, 'max_depth': 21, 'min_child_weight': 10}",13,-0.460578924854,-0.164868067535,-0.465135374461,-0.163576810339,-0.44730552496,-0.166735138153,14.4874478665,0.24709923602,0.00756320843809,0.00129650523483
26,3612.4776667,25.7726666133,-0.457421744683,-0.0851766216355,0.8,1,24,5,3000,"{'n_estimators': 3000, 'gamma': 1, 'colsample_bytree': 0.8, 'max_depth': 24, 'min_child_weight': 5}",11,-0.460042483852,-0.0850214456695,-0.466052549866,-0.0842813371483,-0.446168855074,-0.0862270820887,63.3320891483,0.343977100064,0.00832616326233,0.000801889655134
27,3444.71933333,50.1380000114,-0.521022539617,-0.00686613962521,0.7,0,24,1,3400,"{'n_estimators': 3400, 'gamma': 0, 'colsample_bytree': 0.7, 'max_depth': 24, 'min_child_weight': 1}",30,-0.523216672806,-0.0069184467052,-0.535635282294,-0.00673009083887,-0.504213821141,-0.00694988133155,17.9421532512,3.58871814566,0.0129209462603,9.70532092235e-05
28,2582.62466661,18.673333327,-0.458292043849,-0.168882993642,0.7,2,27,10,2400,"{'n_estimators': 2400, 'gamma': 2, 'colsample_bytree': 0.7, 'max_depth': 27, 'min_child_weight': 10}",17,-0.460810878319,-0.168611728081,-0.465869742221,-0.167447194491,-0.44819428764,-0.170590058354,8.37480458915,0.261817068991,0.00743239414889,0.00129732727038
29,2939.81699991,21.8870000045,-0.45774845275,-0.172360961818,0.7,2,18,10,3400,"{'n_estimators': 3400, 'gamma': 2, 'colsample_bytree': 0.7, 'max_depth': 18, 'min_child_weight': 10}",14,-0.460404883531,-0.172098155279,-0.465249171794,-0.170810555905,-0.447590060334,-0.17417417427,7.50869541984,0.24133924373,0.0074498551504,0.00138570862385
